a,b,c,co
294,431,527,1
294,220,527,1
220,532,527,1
220,527,532,1
220,527,294,1
431,527,294,1
220,431,527,1
220,294,527,1
535,276,82,1
535,276,8,1
535,82,276,1
535,82,8,1
535,8,276,1
535,8,82,1
276,535,82,1
276,535,8,1
431,527,220,1
431,527,532,1
140,341,344,1
527,532,431,1
113,273,84,1
113,84,273,1
84,273,113,1
84,113,273,1
532,527,431,1
532,527,294,1
532,527,220,1
532,431,527,1
532,294,527,1
532,220,527,1
527,532,294,1
431,532,527,1
527,532,220,1
527,431,532,1
527,431,294,1
527,431,220,1
527,294,532,1
527,294,431,1
527,294,220,1
527,220,532,1
527,220,431,1
527,220,294,1
276,82,535,1
276,82,8,1
276,8,535,1
446,373,511,1
440,8,493,1
8,540,493,1
8,493,540,1
8,493,440,1
8,440,493,1
511,446,373,1
511,394,373,1
511,373,446,1
511,373,394,1
446,511,373,1
394,511,373,1
276,8,82,1
394,373,511,1
373,511,446,1
373,511,394,1
373,446,511,1
373,394,511,1
344,341,140,1
344,140,341,1
341,344,140,1
341,140,344,1
140,344,341,1
440,493,8,1
440,493,540,1
440,540,493,1
493,8,440,1
82,535,276,1
82,535,8,1
82,276,535,1
82,276,8,1
82,8,535,1
82,8,276,1
8,535,276,1
8,535,82,1
8,276,535,1
8,276,82,1
8,82,535,1
8,82,276,1
540,493,440,1
540,493,8,1
540,440,493,1
540,8,493,1
493,540,440,1
493,540,8,1
493,440,540,1
493,440,8,1
493,8,540,1
470,56,458,1
458,56,470,1
273,113,84,1
90,493,518,1
457,518,90,1
457,507,90,1
457,493,90,1
457,90,518,1
457,90,507,1
457,90,493,1
90,518,493,1
90,518,457,1
90,507,493,1
90,507,457,1
90,493,507,1
493,90,507,1
90,493,457,1
90,457,518,1
90,457,507,1
90,457,493,1
536,380,19,1
536,380,3,1
536,19,380,1
536,19,3,1
536,3,380,1
536,3,19,1
493,90,457,1
493,90,518,1
380,536,3,1
339,378,513,1
378,513,377,1
378,513,339,1
378,377,513,1
378,339,513,1
377,513,378,1
377,513,339,1
377,378,513,1
377,339,513,1
339,513,378,1
339,513,377,1
339,377,513,1
493,457,90,1
518,493,90,1
518,457,90,1
518,90,493,1
518,90,457,1
507,493,90,1
507,457,90,1
507,90,493,1
507,90,457,1
493,518,90,1
493,507,90,1
380,536,19,1
380,19,536,1
56,470,458,1
428,165,435,1
435,428,189,1
435,428,165,1
435,189,428,1
435,189,165,1
435,165,428,1
435,165,189,1
428,435,189,1
428,435,165,1
428,189,435,1
428,189,165,1
428,165,189,1
63,394,295,1
189,435,428,1
189,435,165,1
189,428,435,1
189,428,165,1
189,165,435,1
189,165,428,1
165,435,428,1
165,435,189,1
165,428,435,1
165,428,189,1
63,295,394,1
295,63,394,1
380,19,3,1
3,380,536,1
380,3,536,1
380,3,19,1
19,536,380,1
19,536,3,1
19,380,536,1
19,380,3,1
19,3,536,1
19,3,380,1
3,536,380,1
3,536,19,1
3,380,19,1
295,394,63,1
3,19,536,1
3,19,380,1
436,77,19,1
436,19,77,1
77,436,19,1
77,19,436,1
19,436,77,1
19,77,436,1
394,295,63,1
394,63,295,1
513,339,377,1
513,339,378,1
513,377,339,1
373,75,154,1
457,373,75,1
457,154,373,1
457,154,75,1
457,75,373,1
457,75,154,1
373,457,154,1
373,457,75,1
373,154,457,1
373,154,75,1
373,75,457,1
154,457,373,1
65,102,539,1
154,457,75,1
154,373,457,1
154,373,75,1
154,75,457,1
154,75,373,1
75,457,373,1
75,457,154,1
75,373,457,1
75,373,154,1
75,154,457,1
457,373,154,1
65,539,102,1
513,377,378,1
521,92,524,1
56,458,470,1
524,521,458,1
524,521,92,1
524,458,521,1
524,458,92,1
524,92,521,1
524,92,458,1
521,524,458,1
521,524,92,1
521,458,524,1
458,524,521,1
102,65,539,1
458,524,92,1
458,521,524,1
458,92,524,1
92,524,521,1
92,524,458,1
92,521,524,1
92,458,524,1
539,102,65,1
539,65,102,1
102,539,65,1
75,154,373,1
517,342,152,1
517,342,97,1
106,530,535,1
535,65,530,1
535,65,106,1
530,535,106,1
530,535,65,1
530,106,535,1
530,106,65,1
530,65,535,1
530,65,106,1
106,535,530,1
106,535,65,1
106,530,65,1
517,152,342,1
106,65,535,1
106,65,530,1
65,535,530,1
65,535,106,1
65,530,535,1
65,530,106,1
65,106,535,1
65,106,530,1
513,378,377,1
513,378,339,1
535,106,65,1
535,106,530,1
535,530,65,1
535,530,106,1
517,152,97,1
517,97,342,1
517,97,152,1
342,517,152,1
342,517,97,1
342,152,517,1
342,152,97,1
342,97,517,1
342,97,152,1
152,517,342,1
152,517,97,1
152,342,517,1
152,342,97,1
152,97,517,1
152,97,342,1
97,517,342,1
97,517,152,1
97,342,517,1
97,342,152,1
97,152,517,1
97,152,342,1
273,84,113,1
63,77,106,1
519,110,295,1
519,82,259,1
466,520,16,1
466,25,520,1
466,16,520,1
25,520,466,1
25,466,520,1
16,520,466,1
16,466,520,1
519,494,259,1
519,259,494,1
519,259,82,1
494,519,259,1
520,16,466,1
494,259,519,1
494,259,82,1
494,82,259,1
259,519,494,1
259,519,82,1
259,494,519,1
259,494,82,1
259,82,519,1
259,82,494,1
259,82,63,1
466,520,25,1
520,25,466,1
82,519,259,1
515,128,56,1
103,208,36,1
103,36,511,1
103,36,208,1
36,511,208,1
36,511,103,1
36,208,511,1
36,208,103,1
36,103,511,1
36,103,208,1
515,128,102,1
515,102,128,1
520,466,16,1
515,56,128,1
128,515,102,1
128,515,56,1
128,102,515,1
128,56,515,1
102,515,128,1
102,128,515,1
56,515,128,1
56,128,515,1
520,466,25,1
259,63,82,1
82,494,259,1
392,165,134,1
522,18,511,1
181,543,122,1
181,435,543,1
181,435,122,1
181,122,543,1
181,122,435,1
122,543,181,1
122,435,181,1
122,181,543,1
122,181,435,1
522,511,18,1
511,522,18,1
435,122,181,1
511,18,522,1
18,522,511,1
18,511,522,1
392,370,311,1
392,370,165,1
392,370,134,1
392,311,370,1
392,311,165,1
392,311,134,1
392,165,370,1
181,543,435,1
435,181,122,1
82,259,519,1
140,266,540,1
82,259,494,1
82,259,63,1
82,63,259,1
63,259,82,1
63,82,259,1
540,266,140,1
540,140,266,1
266,540,140,1
266,140,540,1
140,540,266,1
295,238,226,1
435,181,543,1
295,226,238,1
238,295,226,1
238,226,295,1
226,295,238,1
226,238,295,1
543,435,181,1
543,181,435,1
543,181,122,1
543,122,181,1
435,543,181,1
103,511,36,1
208,36,103,1
208,36,511,1
65,218,290,1
290,51,218,1
290,51,65,1
218,290,65,1
218,290,51,1
218,65,290,1
218,65,51,1
218,51,290,1
218,51,65,1
65,290,218,1
65,290,51,1
65,218,51,1
290,65,218,1
65,51,290,1
65,51,218,1
51,290,218,1
51,290,65,1
51,218,290,1
51,218,65,1
51,65,290,1
51,65,218,1
510,308,295,1
510,295,308,1
290,65,51,1
290,218,51,1
208,103,36,1
110,63,519,1
519,110,63,1
519,63,110,1
295,519,110,1
295,110,519,1
295,110,63,1
295,63,110,1
110,519,295,1
110,519,63,1
110,295,519,1
110,295,63,1
110,63,295,1
290,218,65,1
63,519,110,1
63,295,110,1
63,110,519,1
63,110,295,1
308,86,63,1
308,63,86,1
86,308,63,1
86,63,308,1
63,308,86,1
63,86,308,1
510,295,208,1
510,208,295,1
308,510,295,1
121,53,180,1
180,538,53,1
180,121,538,1
180,121,53,1
180,53,538,1
180,53,121,1
121,538,180,1
121,538,53,1
121,180,538,1
121,180,53,1
121,53,538,1
53,538,180,1
308,295,510,1
53,538,121,1
53,180,538,1
53,180,121,1
53,121,538,1
53,121,180,1
511,208,36,1
511,103,36,1
511,36,208,1
511,36,103,1
208,511,36,1
180,538,121,1
538,53,121,1
538,53,180,1
538,121,53,1
295,510,308,1
295,510,208,1
295,308,510,1
295,208,510,1
208,510,295,1
208,295,510,1
209,193,65,1
209,65,193,1
193,209,65,1
193,65,209,1
65,209,193,1
65,193,209,1
535,493,63,1
535,63,493,1
493,535,63,1
493,63,535,1
63,535,493,1
63,493,535,1
538,180,121,1
538,180,53,1
538,121,180,1
392,165,311,1
392,134,370,1
63,106,77,1
259,540,221,1
28,135,435,1
28,135,56,1
28,56,435,1
28,56,135,1
540,259,221,1
540,259,159,1
540,221,259,1
540,221,159,1
540,159,259,1
540,159,221,1
259,540,159,1
28,435,135,1
259,221,540,1
259,221,159,1
259,159,540,1
259,159,221,1
221,540,259,1
221,540,159,1
221,259,540,1
221,259,159,1
221,159,540,1
221,159,259,1
28,435,56,1
56,28,135,1
159,540,221,1
435,28,135,1
538,180,130,1
538,130,180,1
180,538,130,1
180,130,538,1
130,538,180,1
130,180,538,1
435,135,56,1
435,135,28,1
435,56,135,1
435,56,28,1
435,28,56,1
56,28,435,1
135,435,56,1
135,435,28,1
135,56,435,1
135,56,28,1
135,28,435,1
135,28,56,1
56,435,135,1
56,435,28,1
56,135,435,1
56,135,28,1
159,540,259,1
159,259,540,1
392,134,311,1
20,505,228,1
20,11,535,1
20,11,494,1
11,535,20,1
11,494,20,1
11,20,535,1
11,20,494,1
505,228,20,1
505,20,228,1
228,505,20,1
228,20,505,1
20,228,505,1
20,494,535,1
391,381,80,1
391,80,381,1
381,391,80,1
381,80,391,1
80,391,381,1
80,381,391,1
106,77,63,1
106,63,77,1
77,106,63,1
77,63,106,1
20,494,11,1
20,535,11,1
159,259,221,1
47,494,295,1
159,221,540,1
159,221,259,1
494,295,47,1
494,47,295,1
295,494,47,1
295,123,47,1
295,47,494,1
295,47,123,1
123,295,47,1
123,47,295,1
47,295,494,1
20,535,494,1
47,295,123,1
47,123,295,1
535,494,20,1
535,20,494,1
535,20,11,1
535,11,20,1
494,535,20,1
494,20,535,1
494,20,11,1
494,11,20,1
113,374,511,1
113,511,374,1
374,113,511,1
165,134,311,1
165,392,311,1
165,392,134,1
165,370,392,1
165,370,311,1
165,370,134,1
165,311,392,1
165,311,370,1
165,311,134,1
165,134,392,1
165,134,370,1
134,392,370,1
311,134,165,1
134,392,311,1
134,392,165,1
134,370,392,1
134,370,311,1
134,370,165,1
134,311,392,1
134,311,370,1
134,311,165,1
134,165,392,1
134,165,370,1
165,392,370,1
311,134,370,1
374,511,113,1
370,134,392,1
392,134,165,1
370,392,311,1
370,392,165,1
370,392,134,1
370,311,392,1
370,311,165,1
370,311,134,1
370,165,392,1
370,165,311,1
370,165,134,1
370,134,311,1
311,134,392,1
370,134,165,1
311,392,370,1
311,392,165,1
311,392,134,1
311,370,392,1
311,370,165,1
311,370,134,1
311,165,392,1
311,165,370,1
311,165,134,1
134,165,311,1
504,91,18,1
504,18,91,1
167,261,111,1
197,34,535,1
197,34,465,1
34,535,465,1
34,535,197,1
34,465,535,1
34,465,197,1
34,197,535,1
34,197,465,1
261,167,111,1
261,111,167,1
167,111,261,1
91,504,18,1
111,261,167,1
111,167,261,1
418,405,128,1
418,128,405,1
405,418,128,1
405,128,418,1
128,418,405,1
128,405,418,1
511,374,113,1
511,113,374,1
197,465,34,1
197,465,535,1
197,535,34,1
197,535,465,1
91,18,504,1
18,504,91,1
18,91,504,1
164,135,82,1
164,82,135,1
135,164,82,1
135,82,164,1
82,164,135,1
82,135,164,1
535,465,197,1
535,465,34,1
535,197,465,1
535,197,34,1
535,34,465,1
535,34,197,1
465,535,197,1
465,535,34,1
465,197,535,1
465,197,34,1
465,34,535,1
465,34,197,1
73,355,26,1
73,355,19,1
73,26,355,1
453,521,377,1
460,521,377,1
460,521,90,1
460,453,377,1
460,453,90,1
460,377,521,1
460,377,453,1
460,377,90,1
460,90,521,1
460,90,453,1
460,90,377,1
453,521,90,1
521,90,453,1
453,460,377,1
453,460,90,1
453,377,521,1
453,377,460,1
453,377,90,1
453,90,521,1
453,90,460,1
453,90,377,1
377,521,460,1
377,521,453,1
521,90,377,1
521,90,460,1
377,460,521,1
144,141,31,1
512,510,531,1
512,451,531,1
510,531,512,1
510,531,451,1
510,512,531,1
510,451,531,1
451,531,512,1
451,531,510,1
451,512,531,1
451,510,531,1
144,31,141,1
521,377,90,1
141,144,31,1
141,31,144,1
31,144,141,1
31,141,144,1
521,460,377,1
521,460,90,1
521,453,377,1
521,453,90,1
521,377,460,1
521,377,453,1
377,521,90,1
377,460,453,1
536,240,63,1
336,497,440,1
497,336,440,1
497,336,8,1
497,8,440,1
497,8,336,1
440,497,336,1
440,497,8,1
440,336,497,1
440,336,8,1
440,8,497,1
440,8,336,1
336,497,8,1
497,440,336,1
336,440,497,1
336,440,8,1
336,8,497,1
336,8,440,1
8,497,440,1
8,497,336,1
8,440,497,1
8,440,336,1
8,336,497,1
8,336,440,1
497,440,8,1
259,264,505,1
377,460,90,1
90,460,453,1
377,453,521,1
377,453,460,1
377,453,90,1
377,90,521,1
377,90,460,1
377,90,453,1
90,521,460,1
90,521,453,1
90,521,377,1
90,460,521,1
90,460,377,1
259,505,264,1
90,453,521,1
90,453,460,1
90,453,377,1
90,377,521,1
90,377,460,1
90,377,453,1
505,264,259,1
505,259,264,1
264,505,259,1
264,259,505,1
512,531,451,1
512,531,510,1
531,451,510,1
341,207,457,1
457,82,494,1
457,82,341,1
457,82,207,1
341,494,457,1
341,494,207,1
341,494,82,1
341,457,494,1
341,457,207,1
341,457,82,1
341,207,494,1
341,207,82,1
457,207,341,1
341,82,494,1
341,82,457,1
341,82,207,1
207,494,457,1
207,494,341,1
207,494,82,1
207,457,494,1
207,457,341,1
207,457,82,1
207,341,494,1
457,207,82,1
457,207,494,1
531,451,512,1
494,341,82,1
12,28,541,1
12,28,415,1
12,28,295,1
12,28,221,1
12,28,197,1
494,457,341,1
494,457,207,1
494,457,82,1
494,341,457,1
494,341,207,1
494,207,457,1
457,341,82,1
494,207,341,1
494,207,82,1
494,82,457,1
494,82,341,1
494,82,207,1
457,494,341,1
457,494,207,1
457,494,82,1
457,341,494,1
457,341,207,1
207,341,457,1
207,341,82,1
207,82,494,1
81,382,388,1
388,382,81,1
388,378,81,1
388,81,382,1
388,81,378,1
382,388,81,1
382,81,388,1
378,388,81,1
378,81,388,1
81,388,382,1
81,388,378,1
81,378,388,1
207,82,457,1
529,455,451,1
529,451,455,1
455,529,451,1
455,451,529,1
451,529,455,1
451,455,529,1
531,512,510,1
531,512,451,1
531,510,512,1
531,510,451,1
6,63,455,1
6,455,63,1
63,6,455,1
63,455,6,1
207,82,341,1
82,494,457,1
82,494,341,1
82,494,207,1
82,457,494,1
82,457,341,1
82,457,207,1
82,341,494,1
82,341,457,1
82,341,207,1
82,207,494,1
82,207,457,1
82,207,341,1
511,455,63,1
511,63,455,1
455,511,63,1
455,63,511,1
455,63,6,1
455,6,63,1
63,511,455,1
63,455,511,1
536,240,212,1
536,212,240,1
12,197,295,1
535,40,240,1
393,18,455,1
18,506,393,1
18,455,393,1
18,393,506,1
18,393,455,1
535,436,240,1
535,436,40,1
535,240,436,1
535,240,40,1
535,40,436,1
436,535,240,1
393,455,18,1
436,535,40,1
436,240,535,1
436,240,40,1
436,40,535,1
436,40,240,1
240,535,436,1
240,535,40,1
240,436,535,1
240,436,40,1
240,40,535,1
393,18,506,1
393,455,506,1
40,535,436,1
292,283,531,1
2,438,42,1
2,427,530,1
2,427,438,1
2,427,42,1
2,42,530,1
2,42,438,1
2,42,427,1
531,292,283,1
531,283,292,1
292,531,283,1
283,531,292,1
393,506,18,1
283,292,531,1
506,455,393,1
506,393,455,1
506,393,18,1
506,18,393,1
455,506,393,1
455,393,506,1
455,393,18,1
455,18,393,1
393,506,455,1
240,40,436,1
40,535,240,1
536,212,63,1
231,21,63,1
41,270,493,1
494,231,63,1
494,231,21,1
494,63,231,1
494,21,231,1
231,494,63,1
231,494,21,1
231,63,494,1
231,63,21,1
231,21,494,1
63,494,231,1
270,41,493,1
63,231,494,1
63,231,21,1
63,21,231,1
21,494,231,1
21,231,494,1
21,231,63,1
21,63,231,1
535,531,511,1
535,531,368,1
535,531,2,1
41,493,270,1
270,493,41,1
40,436,535,1
149,98,140,1
40,436,240,1
40,240,535,1
40,240,436,1
157,149,140,1
157,140,149,1
157,140,98,1
157,98,140,1
149,157,140,1
149,140,157,1
149,140,98,1
140,157,149,1
493,41,270,1
140,157,98,1
140,149,157,1
140,149,98,1
140,98,157,1
140,98,149,1
98,157,140,1
98,149,140,1
98,140,157,1
98,140,149,1
493,270,41,1
2,438,427,1
2,438,530,1
2,530,42,1
163,211,407,1
308,163,407,1
308,163,211,1
211,407,163,1
211,308,163,1
211,163,407,1
211,163,308,1
163,407,308,1
163,407,211,1
163,308,407,1
163,308,211,1
163,211,308,1
308,407,163,1
436,355,19,1
436,19,355,1
355,436,19,1
355,19,436,1
19,436,355,1
19,355,436,1
535,65,28,1
535,28,65,1
65,535,28,1
65,28,535,1
308,211,163,1
407,163,211,1
2,530,427,1
63,536,240,1
536,63,240,1
536,63,212,1
240,536,212,1
240,536,63,1
240,212,536,1
240,63,536,1
212,536,240,1
212,536,63,1
212,240,536,1
212,63,536,1
63,536,212,1
407,163,308,1
63,240,536,1
63,212,536,1
440,8,1,1
440,1,8,1
8,440,1,1
8,1,440,1
1,440,8,1
1,8,440,1
407,308,163,1
407,211,163,1
28,535,65,1
28,65,535,1
530,438,427,1
42,530,427,1
427,438,530,1
427,438,42,1
427,438,2,1
427,42,530,1
427,42,438,1
427,42,2,1
427,2,530,1
427,2,438,1
427,2,42,1
42,530,438,1
42,530,2,1
530,438,42,1
42,438,530,1
42,438,427,1
42,438,2,1
42,427,530,1
42,427,438,1
42,427,2,1
42,2,530,1
42,2,438,1
42,2,427,1
2,530,438,1
427,530,2,1
427,530,42,1
427,530,438,1
438,2,42,1
530,438,2,1
530,427,438,1
530,427,42,1
530,427,2,1
530,42,438,1
530,42,427,1
530,42,2,1
530,2,438,1
530,2,427,1
530,2,42,1
438,530,427,1
438,530,42,1
438,530,2,1
438,427,530,1
438,427,42,1
438,427,2,1
438,42,530,1
438,42,427,1
438,42,2,1
438,2,530,1
438,2,427,1
12,197,28,1
12,197,415,1
535,511,368,1
290,295,65,1
308,339,208,1
308,208,339,1
208,339,308,1
208,339,56,1
208,308,339,1
208,56,339,1
56,339,208,1
56,208,339,1
295,290,65,1
295,65,290,1
290,65,295,1
339,208,56,1
65,295,290,1
65,290,295,1
536,535,436,1
536,436,535,1
536,436,339,1
536,339,436,1
535,536,436,1
535,436,536,1
535,436,339,1
535,339,436,1
339,56,208,1
339,208,308,1
436,536,339,1
493,229,228,1
128,501,402,1
128,435,501,1
128,435,411,1
128,435,402,1
128,411,501,1
128,411,435,1
128,411,402,1
128,402,501,1
128,402,435,1
128,402,411,1
493,228,229,1
339,308,208,1
260,229,228,1
260,228,229,1
229,493,228,1
229,260,228,1
229,228,493,1
229,228,260,1
228,493,229,1
228,260,229,1
228,229,493,1
228,229,260,1
436,536,535,1
436,535,536,1
56,539,63,1
63,539,276,1
276,539,1,1
276,63,539,1
276,63,56,1
276,63,1,1
276,56,539,1
276,56,63,1
276,56,1,1
276,1,539,1
276,1,63,1
276,1,56,1
63,539,56,1
276,539,63,1
63,539,1,1
63,276,539,1
63,276,56,1
63,276,1,1
63,56,539,1
63,56,276,1
63,56,1,1
63,1,539,1
63,1,276,1
63,1,56,1
276,539,56,1
539,1,56,1
436,535,339,1
451,510,496,1
436,339,536,1
436,339,535,1
339,536,436,1
339,535,436,1
339,436,536,1
339,436,535,1
510,496,451,1
510,451,496,1
496,510,451,1
496,451,510,1
451,496,510,1
539,1,63,1
539,276,63,1
539,276,56,1
539,276,1,1
539,63,276,1
539,63,56,1
539,63,1,1
539,56,276,1
539,56,63,1
539,56,1,1
539,1,276,1
128,501,411,1
128,501,435,1
402,128,411,1
543,148,224,1
63,528,234,1
63,234,533,1
63,234,528,1
462,217,203,1
462,203,217,1
217,462,203,1
217,203,462,1
203,462,217,1
203,217,462,1
543,224,148,1
224,543,148,1
234,63,528,1
224,148,543,1
148,543,224,1
148,224,543,1
536,193,42,1
536,42,193,1
193,536,42,1
193,42,536,1
42,536,193,1
42,193,536,1
499,493,260,1
63,533,234,1
234,63,533,1
402,128,435,1
20,242,496,1
51,104,220,1
51,104,74,1
51,74,433,1
51,74,220,1
51,74,104,1
496,242,20,1
496,20,242,1
242,496,20,1
242,20,496,1
20,496,242,1
533,528,234,1
234,528,63,1
533,234,528,1
533,234,63,1
533,63,234,1
528,533,234,1
528,234,533,1
528,234,63,1
528,63,234,1
234,533,528,1
234,533,63,1
234,528,533,1
499,260,493,1
493,499,260,1
493,260,499,1
411,128,435,1
411,501,435,1
411,501,402,1
411,501,128,1
411,435,501,1
411,435,402,1
411,435,128,1
411,402,501,1
411,402,435,1
411,402,128,1
411,128,501,1
411,128,402,1
260,499,493,1
402,501,435,1
402,501,411,1
402,501,128,1
402,435,501,1
402,435,411,1
402,435,128,1
402,411,501,1
402,411,435,1
402,411,128,1
402,128,501,1
435,128,402,1
435,128,411,1
435,128,501,1
435,402,128,1
260,493,499,1
501,435,411,1
501,435,402,1
501,435,128,1
501,411,435,1
501,411,402,1
501,411,128,1
501,402,435,1
501,402,411,1
501,402,128,1
501,128,435,1
501,128,411,1
501,128,402,1
435,501,411,1
435,501,402,1
435,501,128,1
435,411,501,1
435,411,402,1
435,411,128,1
435,402,501,1
435,402,411,1
56,539,276,1
56,539,1,1
12,197,541,1
197,415,12,1
221,12,28,1
197,541,415,1
197,541,295,1
197,541,221,1
197,541,28,1
197,541,12,1
197,415,541,1
197,415,295,1
197,415,221,1
197,415,28,1
197,295,541,1
221,12,415,1
197,295,415,1
197,295,28,1
197,295,12,1
197,221,541,1
197,221,415,1
197,221,28,1
197,28,541,1
197,28,415,1
197,28,295,1
197,28,221,1
221,12,295,1
221,12,541,1
197,12,541,1
221,415,12,1
295,12,28,1
221,541,415,1
221,541,295,1
221,541,197,1
221,541,28,1
221,541,12,1
221,415,541,1
221,415,295,1
221,415,197,1
221,415,28,1
221,295,541,1
221,28,12,1
221,295,415,1
221,295,28,1
221,295,12,1
221,197,541,1
221,197,415,1
221,197,28,1
221,28,541,1
221,28,415,1
221,28,295,1
221,28,197,1
197,28,12,1
197,12,415,1
56,276,539,1
12,415,221,1
28,12,295,1
28,12,221,1
28,12,197,1
12,541,415,1
12,541,295,1
12,541,221,1
12,541,197,1
12,541,28,1
12,415,541,1
12,415,295,1
12,415,197,1
28,12,541,1
12,415,28,1
12,295,541,1
12,295,415,1
12,295,221,1
12,295,197,1
12,295,28,1
12,221,541,1
12,221,415,1
12,221,295,1
12,221,28,1
28,12,415,1
28,197,12,1
197,12,295,1
28,295,415,1
197,12,28,1
28,541,415,1
28,541,221,1
28,541,197,1
28,541,12,1
28,415,541,1
28,415,295,1
28,415,221,1
28,415,197,1
28,415,12,1
28,295,221,1
28,197,221,1
28,295,197,1
28,295,12,1
28,221,541,1
28,221,415,1
28,221,295,1
28,221,197,1
28,221,12,1
28,197,541,1
28,197,415,1
28,197,295,1
295,12,197,1
295,12,221,1
295,12,415,1
541,197,221,1
541,295,221,1
541,295,197,1
541,295,12,1
541,221,415,1
541,221,295,1
541,221,197,1
541,221,28,1
541,221,12,1
541,197,415,1
541,197,295,1
541,197,28,1
541,415,12,1
541,197,12,1
541,28,415,1
541,28,221,1
541,28,197,1
541,28,12,1
541,12,415,1
541,12,295,1
541,12,221,1
541,12,197,1
541,12,28,1
541,295,415,1
541,415,28,1
295,12,541,1
1,539,56,1
56,276,63,1
56,276,1,1
56,63,539,1
56,63,276,1
56,63,1,1
56,1,539,1
56,1,276,1
56,1,63,1
1,539,276,1
1,539,63,1
1,276,539,1
541,415,197,1
1,276,63,1
1,276,56,1
1,63,539,1
1,63,276,1
1,63,56,1
1,56,539,1
1,56,276,1
1,56,63,1
541,415,295,1
541,415,221,1
415,541,295,1
415,541,221,1
415,541,197,1
295,221,541,1
415,12,28,1
295,541,415,1
295,541,221,1
295,541,197,1
295,541,12,1
295,415,541,1
295,415,221,1
295,415,197,1
295,415,28,1
295,415,12,1
295,221,415,1
415,541,28,1
295,221,28,1
295,221,12,1
295,197,541,1
295,197,415,1
295,197,28,1
295,197,12,1
295,28,415,1
295,28,221,1
295,28,197,1
295,28,12,1
415,12,197,1
415,12,221,1
415,12,295,1
415,12,541,1
415,541,12,1
415,295,541,1
415,295,221,1
415,295,197,1
415,295,28,1
415,295,12,1
415,221,541,1
415,221,295,1
415,221,197,1
415,221,28,1
415,221,12,1
415,197,541,1
415,197,295,1
415,197,221,1
415,197,28,1
415,197,12,1
415,28,541,1
415,28,295,1
415,28,221,1
415,28,197,1
415,28,12,1
535,511,531,1
535,511,2,1
73,26,19,1
297,63,428,1
40,378,263,1
40,263,378,1
428,297,63,1
428,297,46,1
428,63,297,1
428,63,46,1
428,46,297,1
428,46,63,1
297,428,63,1
297,428,46,1
297,46,428,1
263,378,40,1
63,428,297,1
63,428,46,1
63,297,428,1
63,46,428,1
46,428,297,1
46,428,63,1
46,297,428,1
46,63,428,1
537,180,63,1
537,63,180,1
263,40,378,1
378,40,263,1
180,63,537,1
535,529,55,1
97,111,12,1
97,12,111,1
12,111,97,1
12,97,111,1
508,398,2,1
508,2,398,1
398,508,2,1
398,2,508,1
2,508,398,1
2,398,508,1
535,55,529,1
378,263,40,1
529,535,55,1
529,55,535,1
55,535,529,1
55,529,535,1
521,101,13,1
521,13,101,1
101,521,13,1
101,13,521,1
13,521,101,1
13,101,521,1
180,537,63,1
63,537,180,1
21,321,63,1
321,21,320,1
263,408,36,1
263,36,408,1
36,408,263,1
36,263,408,1
494,321,21,1
494,21,321,1
321,494,21,1
321,320,21,1
321,63,21,1
321,21,494,1
321,21,63,1
408,263,36,1
320,321,21,1
320,63,21,1
320,21,321,1
320,21,63,1
63,321,21,1
63,320,21,1
63,21,321,1
63,21,320,1
21,494,321,1
21,321,494,1
408,36,263,1
2,197,361,1
63,180,537,1
361,2,507,1
507,361,197,1
507,361,2,1
507,197,361,1
507,197,2,1
507,2,361,1
507,2,197,1
361,507,197,1
361,507,2,1
361,197,507,1
361,197,2,1
361,2,197,1
2,197,507,1
197,507,361,1
197,507,2,1
197,361,507,1
197,361,2,1
197,2,507,1
197,2,361,1
2,507,361,1
2,507,197,1
2,361,507,1
2,361,197,1
111,12,97,1
111,97,12,1
128,401,500,1
80,102,16,1
21,494,125,1
21,125,504,1
21,125,494,1
102,80,65,1
102,80,16,1
102,65,80,1
102,65,16,1
102,16,80,1
102,16,65,1
80,102,65,1
80,65,102,1
125,21,494,1
80,65,25,1
80,65,16,1
80,25,65,1
80,25,16,1
80,16,102,1
80,16,65,1
80,16,25,1
65,102,80,1
65,102,16,1
65,80,102,1
21,504,125,1
125,21,504,1
128,500,401,1
97,391,262,1
262,330,391,1
262,330,97,1
262,97,508,1
262,97,391,1
262,97,330,1
97,508,391,1
97,508,330,1
97,508,262,1
97,391,508,1
97,391,330,1
97,330,508,1
125,494,21,1
97,330,391,1
97,330,262,1
97,262,508,1
97,262,391,1
97,262,330,1
504,125,21,1
504,21,125,1
494,125,21,1
494,21,125,1
125,504,21,1
65,80,25,1
65,80,16,1
65,25,80,1
161,494,259,1
467,451,25,1
467,25,451,1
451,467,25,1
451,25,467,1
25,467,451,1
25,451,467,1
494,259,161,1
494,161,259,1
259,494,161,1
259,161,494,1
161,259,494,1
65,16,102,1
435,120,96,1
435,96,120,1
120,435,96,1
120,96,435,1
96,435,120,1
96,120,435,1
500,401,128,1
500,128,401,1
401,500,128,1
401,128,500,1
81,86,295,1
81,295,86,1
86,81,295,1
86,103,295,1
65,16,80,1
25,80,65,1
25,80,16,1
25,65,80,1
25,16,80,1
16,102,80,1
16,102,65,1
16,80,102,1
16,80,65,1
16,80,25,1
16,65,102,1
16,65,80,1
16,25,80,1
295,103,86,1
295,86,103,1
295,86,81,1
295,81,86,1
103,295,86,1
103,86,295,1
86,295,103,1
86,295,81,1
